City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
501,Maldonado,UY,-34.6667,-54.9167,56.59,81,100,5.84,overcast clouds
502,Trairi,BR,-3.2778,-39.2689,79.97,82,12,11.59,few clouds
503,Morehead,US,37.2711,-87.1764,55.15,81,1,0.0,clear sky
504,Olga,RU,43.7444,135.2892,43.88,26,10,2.39,clear sky
505,Sharjah,AE,25.3573,55.4033,82.38,46,0,5.75,clear sky
506,Ust-Nera,RU,64.5667,143.2,2.01,90,78,4.23,broken clouds
507,Hun,LY,29.1268,15.9477,69.85,42,1,14.32,clear sky
508,Talnakh,RU,69.4865,88.3972,33.87,99,100,9.71,light rain
509,Kruisfontein,ZA,-34.0033,24.7314,47.88,77,81,6.62,light rain
510,Henties Bay,NA,-22.116,14.2845,53.85,89,0,3.18,clear sky
511,Deputatskiy,RU,69.3,139.9,-8.64,96,65,2.3,broken clouds
512,Karpogory,RU,64.0019,44.4451,35.87,96,100,10.71,overcast clouds
513,Wajima,JP,37.4,136.9,56.08,66,75,5.75,broken clouds
514,Aklavik,CA,68.2191,-135.0107,25.63,81,21,8.97,few clouds
515,Tres Picos,MX,15.8667,-93.5333,78.04,80,59,7.2,broken clouds
516,Sesheke,ZM,-17.4759,24.2968,70.77,16,8,5.55,clear sky
517,Dong Xoai,VN,11.5333,106.9167,77.61,87,100,1.57,overcast clouds
518,Acarau,BR,-2.8856,-40.12,80.08,84,5,16.69,clear sky
519,Warwick,US,41.7001,-71.4162,56.88,82,20,5.75,few clouds
520,Katherine,AU,-14.4667,132.2667,89.92,55,99,6.91,overcast clouds
521,Te Anau,NZ,-45.4167,167.7167,59.2,65,15,2.71,few clouds
522,Blackwater,AU,-23.5833,148.8833,92.32,16,6,18.3,clear sky
523,Nouadhibou,MR,20.931,-17.0347,75.49,54,0,15.37,clear sky
524,Orlik,RU,52.5178,99.825,25.25,57,0,2.59,clear sky
525,Cordoba,AR,-31.4135,-64.1811,68.76,40,0,9.22,clear sky
526,Cheremukhovo,RU,60.3484,59.9851,38.3,84,98,8.48,overcast clouds
527,Mount Isa,AU,-20.7333,139.5,92.97,14,90,11.5,overcast clouds
528,Ust-Omchug,RU,61.15,149.6333,2.93,90,100,10.67,overcast clouds
529,Morros,BR,-9.4467,-46.3003,82.96,39,21,3.53,few clouds
530,Pringsewu,ID,-5.3582,104.9744,80.42,82,100,2.73,moderate rain
531,Mastacani,RO,45.7833,28.0333,45.73,70,31,2.68,scattered clouds
532,Ilhabela,BR,-23.7781,-45.3581,68.25,92,100,6.8,overcast clouds
533,Rustenburg,ZA,-25.6676,27.2421,58.5,13,61,13.24,broken clouds
534,Huilong,CN,31.8111,121.655,63.03,60,100,4.74,light rain
535,Gobabis,NA,-22.45,18.9667,51.73,16,1,15.17,clear sky
536,Alta Floresta,BR,-9.8756,-56.0861,70.0,96,95,0.6,overcast clouds
537,Barhi,IN,23.9,80.8,72.99,93,100,2.91,overcast clouds
538,Nushki,PK,29.5542,66.0215,52.27,18,0,0.51,clear sky
539,Nikolayevsk-Na-Amure,RU,53.1406,140.73,28.15,88,98,11.59,overcast clouds
540,Isiro,CD,2.7739,27.616,66.43,99,100,2.55,light rain
541,Morshansk,RU,53.4435,41.8107,40.73,88,100,4.92,overcast clouds
542,Wittmund,DE,53.5667,7.7833,52.02,81,75,8.05,broken clouds
543,Porto Novo,BJ,6.4965,2.6036,82.22,91,100,5.97,moderate rain
544,Morant Bay,JM,17.8815,-76.4093,83.82,81,98,4.7,overcast clouds
545,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.45,92,100,8.41,overcast clouds
546,Edson,CA,53.5835,-116.4356,46.54,71,40,5.75,scattered clouds
547,Bom Jesus,BR,-9.0744,-44.3586,78.89,42,13,1.97,few clouds
548,Mitsamiouli,KM,-11.3847,43.2844,76.78,78,10,14.97,clear sky
549,Nosy Varika,MG,-20.5833,48.5333,66.69,85,1,5.55,clear sky
550,Xinzhou,CN,38.4092,112.7333,47.73,54,12,0.98,few clouds
551,Boende,CD,-0.2167,20.8667,70.54,99,100,0.98,overcast clouds
552,Thoen,TH,17.6129,99.2161,71.87,98,100,3.44,overcast clouds
553,Mercedes,AR,-34.6515,-59.4307,64.85,56,14,6.11,few clouds
554,Vestmannaeyjar,IS,63.4427,-20.2734,44.28,87,100,40.4,moderate rain
555,Port Macquarie,AU,-31.4333,152.9167,77.9,48,76,12.59,broken clouds
556,Skala,PL,50.2305,19.8536,44.06,90,40,2.3,scattered clouds
557,Laje,BR,-10.1833,-40.9667,76.06,43,62,4.65,broken clouds
558,Saint-Pierre,RE,-21.3393,55.4781,71.24,70,0,4.61,clear sky
559,Harnosand,SE,62.6323,17.9379,39.2,63,15,20.74,few clouds
560,San Rafael Del Sur,NI,11.8485,-86.4384,81.57,89,99,2.93,overcast clouds
561,Samana,DO,19.2056,-69.3369,78.31,88,98,2.93,overcast clouds
562,Pitimbu,BR,-7.4706,-34.8086,77.59,81,100,10.02,overcast clouds
563,Kirkenaer,NO,60.4564,12.0582,29.05,64,2,2.98,clear sky
564,Khuzdar,PK,27.7384,66.6434,60.71,14,0,5.1,clear sky
565,Scarborough,GB,54.2797,-0.4044,57.9,89,100,8.1,overcast clouds
566,Charters Towers,AU,-20.1,146.2667,91.67,28,14,6.29,few clouds
567,Aranos,NA,-24.1333,19.1167,48.36,21,4,13.67,clear sky
568,Boysun,UZ,38.2061,67.1986,45.34,31,11,2.35,few clouds
569,Pacific Grove,US,36.6177,-121.9166,62.62,83,75,3.0,broken clouds
570,Adeje,ES,28.1227,-16.726,79.68,57,0,3.44,clear sky
571,Bako,ET,5.7833,36.5667,66.31,55,100,3.04,overcast clouds
572,Puquio,PE,-14.7,-74.1333,52.86,66,35,2.57,scattered clouds
573,Novobirilyussy,RU,56.9514,90.6661,31.42,88,99,5.01,overcast clouds
574,Barra Do Garcas,BR,-15.89,-52.2567,77.07,78,60,5.1,broken clouds
575,Beruwala,LK,6.4788,79.9828,78.69,88,74,11.12,broken clouds
576,Enid,US,36.3956,-97.8784,66.15,39,1,10.36,clear sky
577,San Benito,US,36.6166,-121.0844,52.14,73,15,7.78,few clouds
578,Berlevag,NO,70.8578,29.0864,35.8,81,100,30.56,overcast clouds
579,Omsukchan,RU,62.5333,155.8,3.15,90,100,13.31,overcast clouds
580,Sulphur Springs,US,33.1385,-95.6011,64.65,39,1,0.0,clear sky
581,Noumea,NC,-22.2763,166.4572,82.38,99,100,11.1,overcast clouds
582,Topi,PK,34.0704,72.6236,68.32,64,0,5.1,clear sky
583,Vangaindrano,MG,-23.35,47.6,67.12,90,7,5.32,clear sky
584,Toba Tek Singh,PK,30.9743,72.4827,71.29,79,0,5.99,clear sky
585,Puerto Escondido,MX,15.85,-97.0667,80.83,82,100,3.11,overcast clouds
586,Avera,US,33.194,-82.5271,55.71,51,0,4.32,clear sky
587,Seminole,US,28.7086,-81.2081,74.05,76,1,10.36,clear sky
588,Grand Gaube,MU,-20.0064,57.6608,72.37,79,21,5.01,few clouds
589,Dovolnoye,RU,54.4958,79.6671,36.34,81,100,7.49,overcast clouds
590,Mitu,CO,1.1983,-70.1733,71.87,98,41,2.86,scattered clouds
591,Villahermosa,MX,17.9833,-92.9167,78.03,92,100,4.14,overcast clouds
592,Kangaatsiaq,GL,68.3065,-53.4641,23.81,55,6,24.32,clear sky
593,Bryant,US,34.5959,-92.4891,63.28,74,1,2.71,clear sky
594,Gainesville,US,29.6516,-82.3248,69.67,66,1,5.75,clear sky
595,Lavrentiya,RU,65.5833,-171.0,25.16,68,100,9.71,overcast clouds
596,Pemberton,CA,50.3164,-122.8027,49.69,100,100,0.45,overcast clouds
597,Cotonou,BJ,6.3654,2.4183,82.38,83,40,10.36,thunderstorm
598,Rockhampton,AU,-23.3833,150.5,82.29,44,0,12.66,clear sky
599,Tocopilla,CL,-22.092,-70.1979,63.3,66,17,9.57,few clouds
600,Esmeraldas,BR,-19.7625,-44.3139,72.46,93,21,4.07,few clouds
601,Arlit,NE,18.7369,7.3853,85.62,28,96,4.9,overcast clouds
602,Igarka,RU,67.4667,86.5833,35.58,96,100,10.98,overcast clouds
603,Santa Rosa,PH,14.3122,121.1114,84.11,85,78,13.76,broken clouds
604,Kapenguria,KE,1.2511,35.0895,58.06,76,89,3.31,overcast clouds
605,Safaga,EG,26.7292,33.9365,80.55,41,83,16.02,broken clouds
606,Kaka,TM,37.3482,59.6143,53.08,17,0,6.69,clear sky
607,Hobyo,SO,5.3505,48.5268,78.31,84,100,13.98,overcast clouds
608,Severobaykalsk,RU,55.65,109.3167,26.35,57,20,2.86,few clouds
609,Labuhan,ID,-6.8844,112.2051,85.91,66,99,8.43,overcast clouds
610,Erzin,TR,36.9559,36.2,64.92,86,16,3.56,few clouds
611,Saint-Ambroise,CA,48.5501,-71.3324,49.59,81,100,13.8,overcast clouds
612,Tirumullaivasal,IN,11.2333,79.8333,78.48,81,100,9.8,overcast clouds
613,Lusambo,CD,-4.9667,23.45,70.2,94,88,1.45,overcast clouds
614,Sovetskiy,RU,61.3614,63.5842,37.62,86,98,7.54,overcast clouds
615,Anamur,TR,36.0751,32.8369,62.62,66,0,9.04,clear sky
616,Inayagan,PH,10.2348,123.769,84.15,74,22,7.4,few clouds
617,Launceston,AU,-41.45,147.1667,60.62,61,90,8.01,overcast clouds
618,Kralendijk,BQ,12.15,-68.2667,84.18,79,20,11.5,few clouds
619,Muscat,OM,23.6139,58.5922,82.06,47,0,2.68,clear sky
620,Calvia,ES,39.5657,2.5062,61.09,84,10,4.92,clear sky
621,Alexandroupoli,GR,40.8475,25.8744,54.32,77,52,10.38,broken clouds
622,Truro,GB,50.2653,-5.0544,58.28,94,90,18.41,overcast clouds
623,San Jeronimo,PE,-11.9472,-75.2829,54.1,68,96,2.42,overcast clouds
624,Payo,ID,-3.7508,103.6372,76.64,95,99,1.34,overcast clouds
625,Marsa Matruh,EG,31.3525,27.2453,64.6,72,0,0.0,clear sky
626,Erenhot,CN,43.6475,111.9767,35.69,64,2,14.97,clear sky
627,Sydney,AU,-33.8679,151.2073,76.6,45,0,1.01,clear sky
628,Cap Malheureux,MU,-19.9842,57.6142,72.46,79,15,5.01,few clouds
629,Novoagansk,RU,61.9449,76.6625,38.17,92,92,9.89,overcast clouds
630,Inirida,CO,3.8653,-67.9239,73.99,96,72,2.86,broken clouds
631,Vikulovo,RU,56.8167,70.6107,36.43,78,26,7.43,scattered clouds
632,Nanganga,TZ,-10.3833,39.15,71.69,88,94,6.87,overcast clouds
633,Bilma,NE,18.6853,12.9164,82.09,28,70,8.52,broken clouds
634,Sept-Iles,CA,50.2001,-66.3821,50.52,97,90,14.0,overcast clouds
635,Birin,NP,26.8865,88.0718,61.57,96,100,2.33,overcast clouds
636,Tawau,MY,4.2498,117.8871,84.33,79,14,3.0,few clouds
637,Krasnoselkup,RU,65.7,82.4667,37.13,94,100,15.9,overcast clouds
638,Korla,CN,41.7597,86.1469,50.27,34,37,7.7,scattered clouds
639,Micheweni,TZ,-4.9667,39.8333,75.88,79,9,6.73,clear sky
640,Inuvik,CA,68.3499,-133.7218,25.66,86,40,1.14,scattered clouds
641,Muroto,JP,33.2833,134.15,64.44,57,79,7.85,broken clouds
642,College,US,64.8569,-147.8028,35.58,64,75,0.0,broken clouds
643,Kavaratti,IN,10.5669,72.642,81.82,78,100,16.55,overcast clouds
644,Gladstone,AU,-23.85,151.25,77.79,69,3,5.75,clear sky
645,Romny,UA,50.751,33.4747,39.69,77,86,6.53,overcast clouds
646,Mbekenyera,TZ,-10.0,38.9833,70.05,85,56,5.91,broken clouds
647,Riberalta,BO,-10.9833,-66.1,76.3,74,14,0.69,few clouds
648,Muisne,EC,0.6,-80.0333,74.64,85,100,7.83,overcast clouds
649,Moose Factory,CA,51.2585,-80.6094,42.8,81,90,6.91,overcast clouds
650,Manacapuru,BR,-3.2997,-60.6206,73.98,87,100,3.49,overcast clouds
651,Luan,CH,46.3592,6.9759,44.91,67,100,4.23,overcast clouds
652,Stokmarknes,NO,68.5646,14.9108,41.49,68,100,14.05,overcast clouds
653,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,49.44,94,60,6.26,broken clouds
654,Port Antonio,JM,18.18,-76.4612,84.11,79,100,1.03,overcast clouds
655,Moskovskiy,RU,55.5991,37.355,42.78,90,20,8.95,few clouds
656,Killam,CA,52.7834,-111.8518,54.99,47,100,9.22,overcast clouds
657,Tilichiki,RU,60.4667,166.1,21.09,87,100,17.67,light snow
658,Popondetta,PG,-8.7537,148.2534,84.51,72,99,2.57,overcast clouds
659,Mao,ES,39.8885,4.2658,61.36,77,0,3.44,clear sky
660,Dongning,CN,44.0622,131.1207,44.26,33,100,3.4,overcast clouds
